,Unnamed: 0,Unnamed: 0.1,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
0,0,0,0,0,0,0,0,0,0.005865102639296188,0.008982035928143712,0.0,0.022556390977443608,0.4473684210526316,0.07142857142857142,0.0,0.7948717948717948,0,0.15096044225515712,0.0,0.0
1,0,0,0,0,0,0,0,0,0.0,0.0014970059880239522,0.0,0.022556390977443608,0.42105263157894735,0.07142857142857142,0.0,0.7692307692307693,0,0.16827636645227906,0.0,0.0
2,0,0,0,0,0,0,0,0,0.0,0.0014970059880239522,0.0,0.022556390977443608,0.4473684210526316,0.16666666666666666,0.030303030303030304,0.6666666666666666,0,0.18077394652498438,0.0,0.0
3,0,0,0,0,0,0,0,0,0.010263929618768328,0.011976047904191617,0.0,0.022556390977443608,0.4473684210526316,0.21428571428571427,0.09090909090909091,0.6153846153846154,0,0.19327152659768976,0.0,0.0
4,0,0,0,0,0,0,0,0,0.0,0.008982035928143712,0.0,0.022556390977443608,0.4473684210526316,0.19047619047619047,0.12121212121212122,0.6410256410256411,0,0.20576910667039514,0.0,0.0
5,0,0,0,0,0,0,0,0,0.008797653958944282,0.0014970059880239522,0.0,0.022556390977443608,0.4473684210526316,0.25,0.12121212121212122,0.5897435897435898,0,0.2125018821656736,0.0,0.0
6,0,0,0,0,0,0,0,0,0.002932551319648094,0.0014970059880239522,0.0,0.022556390977443608,0.42105263157894735,0.21428571428571427,0.15151515151515152,0.5897435897435898,0,0.22308503086751705,0.0,0.0
7,0,0,0,0,0,0,1,0,0.002932551319648094,0.0029940119760479044,0.0,0.006015037593984963,0.42105263157894735,0.19047619047619047,0.15151515151515152,0.6153846153846154,0,0.24040095506463893,0.0,0.0
8,0,0,0,0,0,0,0,0,0.001466275659824047,0.008982035928143712,0.0,0.004511278195488722,0.42105263157894735,0.21428571428571427,0.15151515151515152,0.5897435897435898,0,0.25289853513734434,0.0,0.0
9,0,0,0,0,0,0,0,0,0.007331378299120235,0.0,0.0,0.006015037593984963,0.39473684210526316,0.19047619047619047,0.15151515151515152,0.5897435897435898,0,0.2653961152100497,0.0,0.0
10,0,0,0,0,0,0,0,0,0.0,0.0029940119760479044,0.0,0.006015037593984963,0.39473684210526316,0.19047619047619047,0.15151515151515152,0.5897435897435898,0,0.2827120394071716,0.0,0.0
11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0030075187969924814,0.39473684210526316,0.19047619047619047,0.18181818181818182,0.5897435897435898,0,0.29809202176859045,0.0,0.0
12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.42105263157894735,0.27380952380952384,0.18181818181818182,0.5384615384615384,0,0.30673922863473085,0.0,0.0
13,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.006015037593984963,0.42105263157894735,0.27380952380952384,0.18181818181818182,0.5384615384615384,0,0.31732237733657426,0.0,0.0
14,0,0,0,0,0,0,0,0,0.002932551319648094,0.005988023952095809,0.0,0.007518796992481203,0.4473684210526316,0.30952380952380953,0.18181818181818182,0.5384615384615384,0,0.32981995740927966,0.0,0.0
15,0,0,0,0,0,0,0,0,0.004398826979472141,0.0029940119760479044,0.0,0.022556390977443608,0.4473684210526316,0.27380952380952384,0.21212121212121213,0.5641025641025641,0,0.3451999397706985,0.0,0.0
16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.022556390977443608,0.39473684210526316,0.16666666666666666,0.24242424242424243,0.6153846153846154,0,0.3625158639678204,0.0,0.0
17,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.022556390977443608,0.42105263157894735,0.16666666666666666,0.24242424242424243,0.6410256410256411,0,0.3798317881649423,0.0,0.0
18,0,0,0,0,0,0,0,0,0.002932551319648094,0.0,0.0,0.022556390977443608,0.42105263157894735,0.14285714285714285,0.24242424242424243,0.6666666666666666,0,0.40097657510378804,0.0,0.0
19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.022556390977443608,0.42105263157894735,0.14285714285714285,0.24242424242424243,0.6666666666666666,0,0.4202069306717719,0.0,0.0
20,0,0,0,0,0,0,0,0,0.001466275659824047,0.0,0.0,0.022556390977443608,0.42105263157894735,0.11904761904761904,0.24242424242424243,0.6923076923076923,0,0.4442556303641722,0.0,0.0
21,0,0,0,0,0,0,0,0,0.004398826979472141,0.0074850299401197605,0.0,0.022556390977443608,0.39473684210526316,0.08333333333333333,0.21212121212121213,0.717948717948718,0,0.4702187614274345,0.0,0.0
22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.022556390977443608,0.39473684210526316,0.08333333333333333,0.21212121212121213,0.717948717948718,0,0.49809632386155867,0.0,0.0
