,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post
0,0.2,0.3804347826086957,0.5116279069767442,0.24242424242424243,0,0.004487458557985332,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
1,0.2,0.42391304347826086,0.4883720930232558,0.21212121212121213,0,0.014969358025518234,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
2,0.2,0.3804347826086957,0.46511627906976744,0.24242424242424243,0,0.020963798935065805,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
3,0.2,0.5108695652173914,0.46511627906976744,0.15151515151515152,0,0.031445698402598705,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
4,0.23333333333333334,0.4673913043478261,0.4418604651162791,0.21212121212121213,0,0.04192759787013161,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
5,0.26666666666666666,0.42391304347826086,0.4186046511627907,0.2727272727272727,0,0.052409497337664514,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
6,0.26666666666666666,0.391304347826087,0.4186046511627907,0.30303030303030304,0,0.06289139680519741,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
7,0.26666666666666666,0.391304347826087,0.4186046511627907,0.30303030303030304,0,0.06888583771474498,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
8,0.26666666666666666,0.391304347826087,0.4186046511627907,0.30303030303030304,0,0.07936773718227788,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
9,0.23333333333333334,0.31521739130434784,0.4186046511627907,0.3333333333333333,0,0.0898496366498108,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
10,0.26666666666666666,0.31521739130434784,0.4186046511627907,0.36363636363636365,0,0.10331201232376679,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
11,0.3,0.29347826086956524,0.4186046511627907,0.42424242424242425,0,0.11379391179129968,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
12,0.26666666666666666,0.2608695652173913,0.37209302325581395,0.42424242424242425,0,0.12427581125883258,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
13,0.3,0.2391304347826087,0.37209302325581395,0.48484848484848486,0,0.13475771072636547,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
14,0.3,0.21739130434782608,0.3488372093023256,0.5151515151515151,0,0.1452396101938984,0.0,0.0,0.0,0.0,0.0,0.011282051282051283
