,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US Post
0,0.4473684210526316,0.07142857142857142,0.0,0.7948717948717948,0,0.15096044225515712,0.0,0.0,0.022556390977443608
1,0.42105263157894735,0.07142857142857142,0.0,0.7692307692307693,0,0.16827636645227906,0.0,0.0,0.022556390977443608
2,0.4473684210526316,0.16666666666666666,0.030303030303030304,0.6666666666666666,0,0.18077394652498438,0.0,0.0,0.022556390977443608
3,0.4473684210526316,0.21428571428571427,0.09090909090909091,0.6153846153846154,0,0.19327152659768976,0.0,0.0,0.022556390977443608
4,0.4473684210526316,0.19047619047619047,0.12121212121212122,0.6410256410256411,0,0.20576910667039514,0.0,0.0,0.022556390977443608
5,0.4473684210526316,0.25,0.12121212121212122,0.5897435897435898,0,0.2125018821656736,0.0,0.0,0.022556390977443608
6,0.42105263157894735,0.21428571428571427,0.15151515151515152,0.5897435897435898,0,0.22308503086751705,0.0,0.0,0.022556390977443608
7,0.42105263157894735,0.19047619047619047,0.15151515151515152,0.6153846153846154,0,0.24040095506463893,0.0,0.0,0.006015037593984963
8,0.42105263157894735,0.21428571428571427,0.15151515151515152,0.5897435897435898,0,0.25289853513734434,0.0,0.0,0.004511278195488722
9,0.39473684210526316,0.19047619047619047,0.15151515151515152,0.5897435897435898,0,0.2653961152100497,0.0,0.0,0.006015037593984963
10,0.39473684210526316,0.19047619047619047,0.15151515151515152,0.5897435897435898,0,0.2827120394071716,0.0,0.0,0.006015037593984963
11,0.39473684210526316,0.19047619047619047,0.18181818181818182,0.5897435897435898,0,0.29809202176859045,0.0,0.0,0.0030075187969924814
12,0.42105263157894735,0.27380952380952384,0.18181818181818182,0.5384615384615384,0,0.30673922863473085,0.0,0.0,0.0
13,0.42105263157894735,0.27380952380952384,0.18181818181818182,0.5384615384615384,0,0.31732237733657426,0.0,0.0,0.006015037593984963
14,0.4473684210526316,0.30952380952380953,0.18181818181818182,0.5384615384615384,0,0.32981995740927966,0.0,0.0,0.007518796992481203
15,0.4473684210526316,0.27380952380952384,0.21212121212121213,0.5641025641025641,0,0.3451999397706985,0.0,0.0,0.022556390977443608
16,0.39473684210526316,0.16666666666666666,0.24242424242424243,0.6153846153846154,0,0.3625158639678204,0.0,0.0,0.022556390977443608
17,0.42105263157894735,0.16666666666666666,0.24242424242424243,0.6410256410256411,0,0.3798317881649423,0.0,0.0,0.022556390977443608
18,0.42105263157894735,0.14285714285714285,0.24242424242424243,0.6666666666666666,0,0.40097657510378804,0.0,0.0,0.022556390977443608
19,0.42105263157894735,0.14285714285714285,0.24242424242424243,0.6666666666666666,0,0.4202069306717719,0.0,0.0,0.022556390977443608
20,0.42105263157894735,0.11904761904761904,0.24242424242424243,0.6923076923076923,0,0.4442556303641722,0.0,0.0,0.022556390977443608
21,0.39473684210526316,0.08333333333333333,0.21212121212121213,0.717948717948718,0,0.4702187614274345,0.0,0.0,0.022556390977443608
22,0.39473684210526316,0.08333333333333333,0.21212121212121213,0.717948717948718,0,0.49809632386155867,0.0,0.0,0.022556390977443608
23,0.39473684210526316,0.08333333333333333,0.18181818181818182,0.717948717948718,0,0.5192411108004045,0.0,0.0,0.022556390977443608
24,0.39473684210526316,0.08333333333333333,0.18181818181818182,0.717948717948718,0,0.5384714663683883,0.0,0.0,0.009022556390977444
25,0.39473684210526316,0.11904761904761904,0.18181818181818182,0.6666666666666666,0,0.5557873905655101,0.0,0.0,0.012030075187969926
26,0.39473684210526316,0.11904761904761904,0.18181818181818182,0.6666666666666666,0,0.5682849706382155,0.0,0.0,0.012030075187969926
27,0.39473684210526316,0.14285714285714285,0.18181818181818182,0.6410256410256411,0,0.578868119340059,0.0,0.0,0.012030075187969926
28,0.39473684210526316,0.14285714285714285,0.18181818181818182,0.6410256410256411,0,0.5875153262061993,0.0,0.0,0.012030075187969926
29,0.42105263157894735,0.16666666666666666,0.18181818181818182,0.6410256410256411,0,0.5961625330723398,0.0,0.0,0.006015037593984963
30,0.42105263157894735,0.14285714285714285,0.18181818181818182,0.6666666666666666,0,0.6115425154337586,0.0,0.0,0.010526315789473684
31,0.42105263157894735,0.14285714285714285,0.18181818181818182,0.6666666666666666,0,0.6288584396308805,0.0,0.0,0.013533834586466165
32,0.4473684210526316,0.16666666666666666,0.15151515151515152,0.6666666666666666,0,0.6461743638280024,0.0,0.0,0.007518796992481203
33,0.4473684210526316,0.16666666666666666,0.15151515151515152,0.6666666666666666,0,0.6634902880251242,0.0,0.0,0.006015037593984963
34,0.4473684210526316,0.16666666666666666,0.15151515151515152,0.6666666666666666,0,0.6788702703865431,0.0,0.0,0.009022556390977444
